Ticker,Description,Price,Open,High,Low,Pre-market Close,Post-market Close,Volume,Volume*Price,Change,Change %,"Change 1W, %","Change 1M, %",Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,Yearly Performance,YTD Performance,1-Year Beta,Volatility,Sector,Industry,Market Capitalization,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Relative Strength Index (14),Average True Range (14),Bollinger Lower Band (20),Bollinger Upper Band (20),Pattern,Country,Exchange
EQTY,Valued Advisers Trust Kovitz Core Equity ETF,18.32,18.402,18.402,18.31,,,14613,267710.16,-0.2191,-1.18182652,-1.66398282,-3.27349525,-2.13675214,-0.97297297,1.99025748,12.18616044,12.94697904,15.14770585,1.1565824,1.25122884,Miscellaneous,Investment Trusts/Mutual Funds,,18.68163,18.845818,18.320043,,37.37049419,0.16372056,18.32698198,19.03627802,,United States,NYSE ARCA
COPJ,Sprott Junior Copper Miners ETF,18.175,18.41,18.41,18.125,,,1455,26444.625,-0.4011,-2.1592261,-3.97113058,-6.36269964,-3.68309486,-4.59317585,-4.24130664,3.26704545,-10.02475248,-10.02475248,2.1642823,2.48882759,Miscellaneous,Investment Trusts/Mutual Funds,,18.86447,19.50388,19.349253,,35.09108347,0.3239037,18.27124691,19.45769309,,United States,NASDAQ
CRIT,Exchange Traded Concepts Trust Optica Rare Earths & Critical Materials ETF,18.4,18.42,18.42,18.4,,,484,8905.6,-0.3942,-2.0974556,-4.03821782,-2.04429302,-3.10689837,-0.38384702,-5.44707091,-1.98794026,-8.32087693,-7.44466801,1.4024291,2.1423913,Miscellaneous,Investment Trusts/Mutual Funds,,18.763975,19.330642,19.334812,20.0522425,40.86153084,0.25731254,18.23858035,19.28936965,,United States,NYSE ARCA
BSAC,Banco Santander - Chile,18.28,18.43,18.44,18.05,,,135343,2474070.04,-0.42,-2.2459893,-3.48468849,-4.4432828,-2.35042735,-0.86767896,-2.50666667,8.16568047,18.16418875,15.69620253,0.76643926,3.60110803,Finance,Regional Banks,8768398196.25,18.684,19.4414,19.1362,17.9778,41.9675049,0.47219443,17.74507721,19.62292279,,Chile,NYSE
BWET,ETF Managers Group Commodity Trust I Breakwave Tanker Shipping ETF,17.9062,18.435,18.53,17.751,,,13997,250633.0814,0.0062,0.03463687,12.61123584,9.80279134,21.72807614,-3.09973483,-2.17863972,26.54558304,26.54558304,26.54558304,2.6160572,4.38848516,Miscellaneous,Investment Trusts/Mutual Funds,,16.336185,18.204894,,,59.27677277,0.57778399,13.66304543,19.00932457,,United States,NYSE ARCA
LBTYA,Liberty Global plc,18.315,18.44,18.44,18.11,,,421910,7727281.65,-0.125,-0.67787419,0.08196721,-0.67787419,-0.94645754,3.59162896,11.4729154,-0.73170732,3.18309859,-4.2603241,1.232591,1.82219768,Consumer Services,Cable/Satellite TV,8119902355.008677,18.06325,18.2125,17.71355,18.774025,52.90783824,0.44649477,17.28246658,18.84403342,,United Kingdom,NASDAQ
CVR,Chicago Rivet & Machine Co.,18.44,18.44,18.44,18.44,,,299,5513.56,0.44,2.44444444,2.33074362,-0.75349839,0.87527352,0.2173913,-29.77913176,-40.74550129,-32.0560059,-35.86086957,0.76087815,2.38611714,Producer Manufacturing,Metal Fabrication,17815475,18.21613,21.857544,24.120765,26.3921985,38.52809638,0.59532383,17.54515596,18.88710404,,United States,NYSE ARCA
PKST,Peakstone Realty Trust,18.505,18.44,18.805,17.99,,,42681,789811.905,-0.235,-1.25400213,-4.46566856,-5.82697201,2.29408513,-6.68179526,-45.63748531,131.3125,131.3125,131.3125,2.429105,4.53029461,Finance,Real Estate Investment Trusts,674228153,19.55125,21.1121,23.52925,,40.99256831,1.52641979,17.22585568,21.87664432,Spinning Top White,United States,NYSE
FSIG,First Trust Limited Duration Investment Grade Corporate ETF,18.4527,18.44,18.4682,18.42,,,108142,1995511.8834,-0.0273,-0.14772727,-0.25567568,-0.79193548,-0.5245283,0.01463415,-1.42788462,-2.72693727,-1.24324324,-1.37520043,0.08126126,0.3257329,Miscellaneous,Investment Trusts/Mutual Funds,,18.520135,18.575254,18.646927,18.705967,37.29734975,0.04676848,18.44606891,18.59420109,,United States,NYSE ARCA
CBUS,"Cibus, Inc.",18.5,18.44,19.2,18.35,,,21748,402338,-0.9,-4.63917526,10.64593301,26.10770279,13.49693252,12.39368165,28.65090403,9.46745562,70.82179132,150.84745763,0.43217546,5.72207084,Technology Services,Information Technology Services,393756622.4226805,16.561,18.1252,18.396911,16.5325105,56.56189202,1.5607865,13.61932089,19.50267911,Long Upper Shadow,United States,NASDAQ
UDN,Invesco DB USD Index Bearish ETF,18.49,18.45,18.5099,18.45,18.47,,42650,788598.5,0.02,0.1082837,0,-1.51797603,-0.32345013,-1.75345377,-1.80562931,-0.96411355,6.32547441,0.59847661,0.29589036,0.32466125,Miscellaneous,Investment Trusts/Mutual Funds,,18.60476,18.871804,18.841132,18.725563,36.25613538,0.08785253,18.38009205,18.82942795,,United States,NYSE ARCA
BMRC,Bank of Marin Bancorp,18.44,18.46,18.65,18.35,,,5794,106841.36,-0.16,-0.86021505,-0.75349839,-2.01912859,-3.17668679,-4.35684647,-0.64655172,-17.42051052,-41.829653,-44.67446745,0.7304952,1.63487738,Finance,Regional Banks,297254510.16129035,18.812,19.6764,18.4798,23.268825,39.58023707,0.49925316,18.34182556,19.28217444,,United States,NASDAQ
SBB,ProShares Short SmallCap600,18.4303,18.4601,18.57,18.4302,,,3931,72449.5093,0.0903,0.49236641,0.71202186,4.8785068,1.43258118,1.99391256,1.26538462,-4.20841996,-2.48570113,0.49236641,-1.1899407,1.24795173,Miscellaneous,Investment Trusts/Mutual Funds,,18.057625,17.58142,17.982605,17.9719315,63.9312314,0.22441811,17.46032942,18.65492058,Long Upper Shadow,United States,NYSE ARCA
FDWM,Fidelity Women's Leadership ETF,18.473,18.473,18.473,18.473,,,77,1422.421,-0.1518,-0.81504231,-1.09490028,-3.82803267,-2.00467882,-1.21390374,-0.71482318,6.81430513,13.19240196,9.89292088,0.9011935,0.82173984,Miscellaneous,Investment Trusts/Mutual Funds,,18.89704,19.088498,18.663655,18.1715205,34.94561584,0.12092237,18.45283161,19.34124839,,United States,NYSE ARCA
GGLS,Direxion Daily GOOGL Bear 1X Shares,18.39,18.48,18.61,18.39,18.5,,30817,566724.63,0.24,1.32231405,2.33722871,1.71460177,2.39420935,-3.71727749,-9.36421883,-22.66935789,-29.81183924,-35.90101081,-1.2032987,2.50135943,Miscellaneous,Investment Trusts/Mutual Funds,,18.213835,18.839906,19.850112,23.0405015,50.10079497,0.33800816,17.54202341,18.88564659,,United States,NASDAQ
INN/PF,"Summit Hotel Properties, Inc. 5.875% Series F Cumulative Redeemable Preferred Stock, $0.01 par value per share",18.64,18.5,18.665,18.4401,,,15926,296860.64,0.0032,0.01717033,-1.21886592,0.64794816,-0.42735043,5.48953028,14.91985203,7.12643678,-2.10084034,9.26143025,0.7656616,1.21962462,Finance,Real Estate Investment Trusts,694370900,18.44907,18.38853,18.163162,18.4725625,52.68204055,0.48547481,17.60913755,19.28900245,,United States,NYSE
KBWY,Invesco KBW Premium Yield Equity REIT ETF,18.13,18.5,18.5,18.12,18.59,,45378,822703.14,-0.5,-2.68384326,-4.92920818,-5.32637076,-3.66631243,1.11544897,5.96142607,9.41460471,-15.08196721,-8.15602837,1.1905564,2.81456954,Miscellaneous,Investment Trusts/Mutual Funds,,18.8245,18.9378,18.189,18.9647,38.64307934,0.37103743,18.16257931,19.48642069,,United States,NASDAQ
PIE,Invesco Dorsey Wright Emerging Markets Momentum ETF,18.44,18.5,18.5,18.4,,,52573,969446.12,-0.26,-1.39037433,-3.90828557,-4.8994327,-4.25752856,-3.85818561,-1.1789925,0.98576123,2.90178571,2.787068,0.6365356,1.63043478,Miscellaneous,Investment Trusts/Mutual Funds,,19.146645,19.461382,19.061851,18.7125805,35.10552272,0.27771951,18.48643359,19.80685641,,United States,NASDAQ
PHR,"Phreesia, Inc.",18.66,18.5,18.82,18.38,,,114843,2142970.38,-0.19,-1.00795756,-6.51302605,-34.4573235,-8.39469809,-30.63197026,-38.08891838,-39.15878709,-30.11235955,-43.55716878,1.9366081,2.55712731,Technology Services,Packaged Software,1030193903.4652518,23.979,27.4494,29.2571,31.58045,21.58288095,1.23951423,15.65833681,32.29966319,,United States,NYSE
ACGLN,"Arch Capital Group Ltd. - Depositary Shares, each Representing a 1/1,000th Interest in a 4.550% Non-Cumulative Preferred Share, Series G",18.1997,18.5,18.5,18.11,18.5,,11944,217377.2168,-0.3803,-2.04682454,-2.51901446,-1.8884097,-1.19598263,-0.4392779,-7.47483477,-3.65431445,-3.29596174,2.88128886,0.52394044,2.59525124,Finance,Multi-Line Insurance,30328639834,18.381985,18.696494,19.173347,19.1573235,43.71588006,0.39511977,17.88494792,18.87902208,,Bermuda,NASDAQ
PEB/PH,Pebblebrook Hotel Trust 5.700% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest,18.5,18.5,18.5,18.33,,,12216,225996,0,0,-1.22797651,1.9845645,1.53677278,9.14454277,5.95647194,12.08724629,0.98253275,11.38874673,0.25438622,0.92744135,Finance,Real Estate Investment Trusts,1694256224,18.0675,17.520502,17.402305,17.518186,62.66836434,0.30153654,17.02638761,19.10861239,"Dragonfly Doji, Long Lower Shadow",United States,NYSE
HOVNP,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,18.5001,18.5,18.5001,18.5,,,2682,49617.2682,0.1001,0.54402174,-1.8030977,-4.63865979,-2.41225063,-0.53709677,1.65001813,4.81643059,-11.90428571,-4.93268243,0.0528908,0.54108108,Consumer Durables,Homebuilding,661884084,18.71849,18.753464,18.21422,18.3616515,47.72532077,0.42065109,17.9584202,19.4785598,,United States,NASDAQ
TMFE,"The RBB Fund, Inc. Motley Fool Capital Efficiency 100 Index ETF",18.36,18.5,18.5,18.36,,,2797,51352.92,-0.25,-1.34336378,-2.01990554,-4.12532637,-3.16455696,-1.39634801,0.99009901,15.6899811,25.66735113,24.98298162,1.0649581,1.36165577,Miscellaneous,Investment Trusts/Mutual Funds,,18.8815,18.917004,18.295492,16.993422,35.4313719,0.19226836,18.4167082,19.3462918,Marubozu Black,United States,NYSE ARCA
CIM/PC,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,18.535,18.51,18.65,18.44,,,17062,316244.17,-0.175,-0.9353287,-2.4986849,-7.8777336,-3.362878,-6.81246858,0.18918919,3.02946081,-3.46354167,8.01282051,1.1600741,1.46420824,Finance,Real Estate Investment Trusts,1365026728,19.278,19.648924,19.01302,19.038868,30.13351443,0.34953979,18.56477213,19.99122787,,United States,NYSE
HERO,Global X Video Games & Esports ETF,18.35,18.51,18.51,18.32,18.7,,11686,214438.1,-0.4,-2.13333333,-4.87299119,-7.41675076,-5.11892451,-4.62577963,-8.20410205,-7.78894472,-2.44550771,-3.0639197,1.0768875,2.34716157,Miscellaneous,Investment Trusts/Mutual Funds,,19.381,20.0172,20.1099,19.85145,28.22344945,0.27394633,18.6452582,20.1167418,,United States,NASDAQ
IMAX,Imax Corporation,19.63,18.51,19.63,18.3,18.36,,354872,6966137.36,1.07,5.76508621,4.74919957,2.61369577,7.32640787,0.15306122,15.47058824,10.9039548,31.30434783,30.95396931,1.3452576,7.26775956,Consumer Durables,Electronics/Appliances,1072192195.9951508,18.778,18.5508,18.3834,17.8847,61.5380404,0.58034099,18.19406165,19.36193835,,Canada,NYSE
NYMTL,"New York Mortgage Trust, Inc. - 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share",18.625,18.53,18.73,18.5093,,,11003,204930.875,-0.175,-0.93085106,-2.28226653,-2.53793825,-1.95304275,-1.08868826,3.47222222,11.32695756,-5.33672173,11.79471789,1.4315038,1.57056183,Finance,Real Estate Investment Trusts,825816108,18.89238,18.785868,18.244342,18.228529,43.84524673,0.24535972,18.63848959,19.14627041,,United States,NASDAQ
ILIT,iShares Lithium Miners and Producers ETF,18.4099,18.53,18.53,18.37,,,670,12334.633,-0.6051,-3.18222456,-7.59705875,-9.57187626,-6.83248988,-10.50121536,-23.67371476,-23.67371476,-23.67371476,-23.67371476,1.329259,3.5111595,Miscellaneous,Investment Trusts/Mutual Funds,,19.93189,21.77002,,,22.99832286,0.32065859,18.87444825,20.98933175,,United States,NASDAQ
CCSO,Carbon Collective Climate Solutions U.S. Equity ETF,18.53,18.53,18.53,18.53,,,4532,83977.96,-0.28,-1.48856991,-4.18573386,-6.35786154,-5.16888434,-2.98429319,-1.59320234,6.61680092,-5.89131539,7.17177559,1.2816122,1.51106314,Miscellaneous,Investment Trusts/Mutual Funds,,19.38577,19.921386,19.233183,18.7397745,31.83728502,0.27185486,18.65926206,20.11227794,,United States,NASDAQ
CALT,Calliditas Therapeutics AB,18.7,18.53,19.35,18.35,18.65,,72310,1352197,2.32,14.16361416,17.13415933,11.44219309,19.26020408,5.82968777,5.05617978,-19.67353952,27.17887334,1.85185185,0.5649955,16.1852861,Health Technology,Pharmaceuticals: Major,444782601.8674001,16.49933,17.281638,18.236036,19.358021,61.66861056,1.03843384,15.14633643,17.85232357,,Sweden,NASDAQ
AULT/PD,"Ault Alliance, Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock",18.539,18.539,18.539,18.539,,,731,13552.009,0.4752,2.63067572,0.21081081,17.93256997,-3.64345114,5.81621005,66.86768677,58.58853721,19.99352751,23.59333333,-0.39395392,2.56324505,Producer Manufacturing,Electrical Products,4360284,17.948615,16.944152,14.029729,13.5670905,55.45705577,1.08618675,15.95260236,19.94462764,,United States,NYSE ARCA
ABR/PD,"Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per Share",18.4001,18.55,18.6277,18.4,,,8656,159271.2656,-0.1999,-1.07473118,-2.48967933,-3.15736842,-2.12712766,-0.1768596,0.9884742,10.08136404,-7.67636729,6.97732558,0.6784863,1.2375,Finance,Real Estate Investment Trusts,2887050385,18.77101,18.753004,18.325871,18.36941,41.61435042,0.27765202,18.36827964,19.17374036,,United States,NYSE
OUNZ,VanEck Merk Gold Trust,18.58,18.55,18.62,18.5391,18.565,,646704,12015760.32,-0.13,-0.69481561,-0.10752688,-1.06496273,0.92341119,1.30861505,-0.80085424,-4.02892562,14.408867,4.08963585,0.2700036,0.92183547,Miscellaneous,Investment Trusts/Mutual Funds,,18.62775,18.6953,18.8502,18.609003,47.68825368,0.12992158,18.42377758,18.83172242,,United States,NYSE ARCA
FAIL,Cambria Global Tail Risk ETF,18.675,18.55,18.675,18.55,,,166,3100.05,0.0436,0.23401355,0.34064777,-0.47961631,0.05196809,-1.94276713,-2.91186425,-6.625,-13.54166667,-7.44916518,-0.29238585,0.67385445,Miscellaneous,Investment Trusts/Mutual Funds,,18.78127,18.844328,19.157762,19.580697,47.58750205,0.19597958,18.31842009,19.24411991,Marubozu White,United States,NYSE ARCA
ADTX,"Aditxt, Inc.",18,18.56,18.56,17.94,18,,5789,104202,0.03,0.16694491,-7.78688525,-67.27272727,-19.13746631,60.14234875,-21.05263158,-45.81583887,-89.02439024,-59.09090909,4.082535,3.45596433,Health Technology,Biotechnology,4299353.58931553,22.641,18.07976,20.2018396,33.794162,46.28713816,6.11787749,-1.11293517,46.39493517,,United States,NASDAQ
FWRG,"First Watch Restaurant Group, Inc.",18.39,18.57,18.72,18.365,,,115474,2123566.86,-0.24,-1.28824477,-2.64690312,-3.81799163,-1.92,2.85234899,14.9375,18.33976834,20.43222004,33.35750544,1.0656631,1.93302478,Consumer Services,Restaurants,1094645366.9597423,18.927,18.7582,17.956,16.632275,45.26022523,0.54822662,18.36774693,19.48625307,,United States,NASDAQ
BDCZ,"ETRACS MarketVector Business Development Companies Liquid Index ETN due April 26, 2041",18.48,18.5706,18.5706,18.48,,,1117,20642.16,-0.0435,-0.23483683,0.34316494,1.70610897,6.02409639,2.93888282,6.63589152,13.93341554,6.11724578,9.6735905,0.84285575,0.49025974,Miscellaneous,Investment Trusts/Mutual Funds,,18.151735,18.093062,17.566188,17.322078,63.64928644,0.20563888,17.72930871,18.57416129,,United States,NYSE ARCA
EFZ,ProShares Short MSCI EAFE,18.6105,18.58,18.64,18.55,,,26863,499933.8615,0.2177,1.18361533,0.59838485,1.13138032,0.27209052,-0.26527331,1.53027823,-3.31856223,-16.73154362,-5.76962025,-0.8890693,1.33261456,Miscellaneous,Investment Trusts/Mutual Funds,,18.561365,18.251762,18.234782,18.580866,53.88948941,0.17022494,18.27538105,18.84734895,,United States,NYSE ARCA
PRA,ProAssurance Corporation,18.785,18.59,18.785,18.36,,,57601,1082034.785,0.175,0.94035465,1.70546833,6.25,1.15778137,8.96171694,28.92930679,8.20852535,-11.55838041,7.52718947,0.5717109,2.31481481,Finance,Property/Casualty Insurance,978037448.683235,18.04375,17.3879,16.05215,17.325175,68.67369182,0.40158526,17.13774296,18.94975704,,United States,NYSE
TFC/PR,"Truist Financial Corporation Depositary Shares, each representing 1/1,000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock",18.54,18.59,18.66,18.4,,,79005,1464752.7,-0.18,-0.96153846,-1.85283219,0.05396654,-1.85283219,1.5890411,-6.26895854,-5.50458716,-7.11422846,-4.77657935,0.63379794,1.73913043,Finance,Regional Banks,37788158880,18.55875,19.075698,19.406849,20.0765245,43.30247173,0.27590994,17.93333914,19.18416086,,United States,NYSE
MYFW,"First Western Financial, Inc.",18.795,18.6069,19.19,18.5404,,,7660,143969.7,-0.255,-1.33858268,-3.36760925,-7.50492126,-4.15604284,-2.91838843,4.41666667,-2.00729927,-28.56328392,-33.61003179,0.89622104,3.50370003,Finance,Investment Managers,179458225.62362206,19.74775,20.1359,18.80885,21.49965,38.86716038,0.65807252,18.66205909,20.83344091,,United States,NASDAQ
EML,Eastern Company (The),18.25,18.615,18.615,18.25,,,1711,31225.75,-0.16,-0.86909288,-1.77610334,0.88446656,-2.77037826,2.41301908,-2.92553191,-1.88172043,-1.08401084,-7.73508595,1.4022363,2,Consumer Durables,Tools & Hardware,113849267.43617599,18.28975,18.3422,17.860594,19.161172,48.28387358,0.45454143,17.79263356,18.78686644,Marubozu Black,United States,NASDAQ
SPRE,SP Funds S&P Global REIT Sharia ETF,18.2199,18.62,18.62,18.2199,,,17596,320597.3604,-0.4037,-2.16767972,-3.51213519,-4.55688378,-2.72343833,-2.4630621,-4.6577708,-1.72653722,-11.17313533,-5.5474339,1.0148586,2.2157092,Miscellaneous,Investment Trusts/Mutual Funds,,18.83955,19.251442,19.333395,19.630427,31.72993946,0.23437717,18.38719787,19.29190213,Marubozu Black,United States,NYSE ARCA
EQC,Equity,18.48,18.62,18.71,18.415,18.65,,600593,11098958.64,-0.18,-0.96463023,-2.22222222,-2.89017341,-2.42872228,-2.73684211,-9.98538724,-6.71378092,-31.90862196,-26.34515743,0.806983,1.60195493,Finance,Real Estate Investment Trusts,2047570245,18.961,19.3816,20.0185,21.58945,30.74279821,0.24551379,18.66234301,19.25965699,,United States,NYSE
LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,18.6,18.62,18.73,18.59,,,6532,121495.2,-0.17,-0.90570059,-1.378579,-2.97339593,-1.8469657,-4.12371134,-8.82352941,-13.48837209,-13.48837209,-13.48837209,0.00939382,0.96826251,Finance,Real Estate Investment Trusts,536859814,19.084995,19.595798,,,28.63141176,0.29993613,18.57773234,19.59225766,Long Upper Shadow,United States,NASDAQ
HTAB,Hartford Schroders Tax-Aware Bond ETF,18.61,18.62,18.62,18.5859,,,38561,717620.21,-0.18,-0.95795636,-1.08955621,-1.79419525,-1.53439153,-1.37784844,-4.90546755,-5.05102041,-1.16834838,-2.92123109,0.10894483,1.09814429,Miscellaneous,Investment Trusts/Mutual Funds,,18.88101,19.095824,19.270077,19.3653885,28.79163054,0.1054089,18.71899448,19.04302552,Hammer,United States,NYSE ARCA
MOHR,Mohr Growth ETF,18.6,18.6449,18.66,18.57,,,10565,196509,-0.28,-1.48305085,-2.87206266,-3.42679128,-3.82676408,-1.16896918,-4.41932169,-3.62694301,-5.90139883,-4.90846161,0.2601684,1.66935918,Miscellaneous,Investment Trusts/Mutual Funds,,19.16545,19.609772,19.538389,19.499783,32.52438596,0.19243131,18.59202258,19.73887742,,United States,NYSE ARCA
TCBIO,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",18.315,18.65,18.65,18.11,,,12239,224157.285,-0.335,-1.79624665,-2.57978723,-2.2678762,-0.78548212,2.14723926,1.75,0.4662644,-12.98460661,-4.90654206,1.0043602,2.98177802,Finance,Major Banks,2907889080,18.48675,18.5729,18.25155,19.3204225,44.8752283,0.45409657,17.80453101,19.16896899,,United States,NASDAQ
SCHH,Schwab U.S. REIT ETF,18.34,18.65,18.65,18.3,18.75,,1923603,35278879.02000001,-0.45,-2.3948909,-4.27974948,-4.67775468,-3.42285413,-1.92513369,-2.02991453,2.34375,-10.05394801,-5.56127703,1.1033803,2.67759563,Miscellaneous,Investment Trusts/Mutual Funds,,19.0185,19.3498,19.2758,19.54005,31.75923765,0.25593092,18.58439057,19.45260943,,United States,NYSE ARCA
HAPY,Harbor Corporate Culture Leaders ETF,18.6569,18.6569,18.6569,18.6569,,,1,18.6569,-0.0658,-0.35144504,-0.78439089,-2.40726888,-2.65321882,2.28563596,0.97036412,11.47898517,12.93523002,18.68256997,1.4314114,0.35268453,Miscellaneous,Investment Trusts/Mutual Funds,,18.76437,18.977996,18.238401,17.35836,43.58389955,0.13410456,18.07845547,19.45028453,,United States,NYSE ARCA
GGRW,Gabelli Growth Innovators ETF,18.66,18.66,18.66,18.66,,,108,2015.28,-0.2672,-1.41172492,-2.77806723,-4.62804426,-5.18292683,-0.78373406,-0.69714225,13.10461874,9.79893732,26.0061585,1.0720899,1.43193998,Miscellaneous,Investment Trusts/Mutual Funds,,19.261,19.186294,18.476939,17.3087275,37.95624903,0.18019141,18.58556385,19.93643615,,United States,NYSE ARCA
CVLY,"Codorus Valley Bancorp, Inc",18.87,18.6658,18.87,18.6658,,,923,17417.01,0.06,0.31897927,-1.97402597,-6.81481481,-3.28036904,-9.53978907,-4.6969697,-11.28349788,-5.6028014,-20.37974684,0.40334842,1.09397936,Finance,Regional Banks,181361653.62519935,19.7245,20.7546,19.66825,21.321825,27.74610853,0.60228249,18.54950255,20.89949745,,United States,NASDAQ
ROOF,IQ CBRE NextGen Real Estate ETF,18.43,18.67,18.67,18.43,,,1571,28953.53,-0.34,-1.81140117,-3.02500934,-5.00881362,-2.84659989,-1.5491453,-0.75390415,3.59170367,-8.80752103,-2.79535865,1.0628415,1.84481823,Miscellaneous,Investment Trusts/Mutual Funds,,19.042545,19.327592,19.218203,19.3769715,34.05144786,0.18388925,18.53920958,19.54588042,Marubozu Black,United States,NYSE ARCA
JETU,Bank Of Montreal MAX Airlines 3X Leveraged ETNs,17.7086,18.67,18.67,17.7086,,,298,5277.1628,-0.389,-2.14945628,-5.39267016,-20.57890936,-3.43642986,-20.61664806,-28.01382114,-28.21807864,-28.21807864,-28.21807864,3.1055896,5.4290006,Miscellaneous,Investment Trusts/Mutual Funds,,20.28434,23.881966,,,23.24346712,0.50878779,16.83162632,23.73705368,Marubozu Black,United States,NYSE ARCA
GLDB,Strategy Shares Gold-Hedged Bond ETF,18.68,18.68,18.68,18.68,,,201,3754.68,-0.1035,-0.55101552,-0.1336541,-2.87072135,0.97297297,0.69972291,-5.75176589,-11.76192726,4.82603816,-3.18735424,0.56789726,0.55406852,Miscellaneous,Investment Trusts/Mutual Funds,,18.841605,19.233316,19.726153,19.900093,39.76863542,0.10994969,18.49430985,19.18890015,,United States,NYSE ARCA
PFUT,Putnam Sustainable Future ETF,18.64,18.71,18.71,18.64,,,19599,365325.36,-0.345,-1.81722412,-2.51504898,-4.93918454,-3.06812272,-2.10084034,-1.37566138,7.87037037,4.48430493,11.28358209,1.2948983,1.85085837,Miscellaneous,Investment Trusts/Mutual Funds,,19.254225,19.430392,18.991088,18.330455,32.96649403,0.17919389,18.73675904,19.77169096,,United States,NYSE ARCA
SRS,ProShares UltraShort Real Estate,19.28,18.71,19.35,18.71,18.77,,71543,1379349.04,0.89,4.83958673,6.40235321,8.37975637,4.66883822,3.10160428,4.10367171,-6.85990338,9.48324815,6.69618152,-2.1995912,5.13094602,Miscellaneous,Investment Trusts/Mutual Funds,,18.207375,17.56358,17.725778,17.480039,65.1544705,0.47139514,17.45851624,18.95623376,,United States,NYSE ARCA
HYIN,WisdomTree Alternative Income Fund,18.5491,18.72,18.72,18.5491,,,1313,24354.9683,-0.2638,-1.40222932,-1.98470782,-1.55502837,-1.77866031,1.19530824,3.80022384,9.88803318,-4.92516658,5.87385845,1.1504078,1.42217143,Miscellaneous,Investment Trusts/Mutual Funds,,18.75024,18.865458,18.293312,18.306463,42.25980699,0.16000647,18.47086383,19.02961617,Marubozu Black,United States,NYSE ARCA
MANU,Manchester,18.64,18.72,18.825,18.2,18.66,,726673,13545184.72,-0.21,-1.11405836,-2.35725511,-18.2814555,-4.65473146,-14.88584475,-18.92127012,-21.87761945,33.71592539,-20.44387537,1.2668374,3.57142857,Consumer Services,Movies/Entertainment,3039477204.82122,20.765,21.7558,21.3228,21.80815,34.04046424,0.88857069,17.06784163,24.46215837,,United Kingdom,NYSE
KPOP,Exchange Traded Concepts Trust KPOP and Korean Entertainment ETF,18.73,18.73,18.73,18.73,,,318,5956.14,-0.7037,-3.62102945,-5.47755786,-6.40943001,-7.10615589,-1.00527479,-10.76703192,-5.14534589,3.59513274,-3.68595347,1.1709864,3.75707421,Miscellaneous,Investment Trusts/Mutual Funds,,19.70694,20.312728,20.771953,20.5672695,35.07978093,0.32281068,18.91143469,20.50244531,,United States,NYSE ARCA
LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,18.7,18.75,18.7999,18.5067,,,10196,190665.2,-0.1699,-0.90037573,-1.47523709,-4.39672802,-1.63072067,-2.34986945,-11.45833333,-17.79533236,-30.43154762,-20.05130398,0.22713763,1.96253249,Finance,Real Estate Investment Trusts,536859814,19.143995,19.800058,20.686086,22.245815,26.92138717,0.28147243,18.6913285,19.5966615,,United States,NASDAQ
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,18.745,18.75,18.75,18.74,,,125348,2349648.26,-0.0496,-0.26390559,-0.79386081,-1.23814542,-1.02956705,-0.29255319,-1.7557652,-3.07652534,-1.34210526,-1.90999477,0.17079571,0.29135539,Miscellaneous,Investment Trusts/Mutual Funds,,18.89048,18.967532,19.056182,19.125124,32.79782466,0.05511712,18.77101677,19.00994323,,United States,NASDAQ
JPM/PM,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",18.6814,18.75,18.8399,18.6,,,59417,1109992.7438,-0.2986,-1.57323498,-1.57323498,0.11468382,-1.57323498,0.7083558,-2.19162304,-0.47202983,1.75054466,5.66402715,0.6250801,2.04301075,Finance,Major Banks,430972444782,18.80557,19.044328,19.197831,19.1439555,41.6834433,0.21600687,18.50445691,19.10668309,,United States,NYSE
GDV/PK,The Gabelli Dividend & Income Trust 4.250% Series K Cumulative Preferred Shares,18.7,18.75,18.81,18.65,,,3110,58157,-0.15,-0.79575597,-3.00829876,-3.10880829,-1.52711954,-4.00410678,-4.78615071,-1.73410405,-4.59183673,0,0.33253583,1.07238606,Miscellaneous,Investment Trusts/Mutual Funds,,19.08883,19.45014,19.706726,19.5802535,34.28774228,0.23384563,18.70614678,19.47151322,,United States,NYSE
